STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
62…147,2204122,C,1,711,A,62,2
62…147,1999212,C,3,701,A,62,2
62…147,1420114,C,1,715,A,62,2
62…147,1175165,C,1,711,A,62,2
62…147,2204121,C,3,700,B,62,2
62…147,2204111,C,3,700,C,62,2
62…147,1420112,C,3,700,C+,62,2
62…147,2204101,A,3,701,S,62,2
62…148,1420114,C,1,726,A,62,2
62…148,2204122,C,1,712,A,62,2
62…148,1420112,C,3,700,A,62,2
62…148,2204172,C,1,712,A,62,2
62…148,1175165,C,1,712,A,62,2
62…148,2708102,C,3,702,B,62,2
62…148,1417168,C,3,702,B,62,2
62…148,2204121,C,3,700,B+,62,2
62…148,2204111,C,3,700,C,62,2
62…149,1175112,C,1,711,A,62,2
62…149,2708102,C,3,702,A,62,2
62…149,2204172,C,1,711,A,62,2
62…149,2204122,C,1,711,B,62,2
62…149,1999033,C,3,703,B+,62,2
62…149,2204111,C,3,700,C,62,2
62…149,2204121,C,3,700,C+,62,2
62…149,1417167,C,3,700,C+,62,2
62…149,1355112,C,3,703,C+,62,2
62…150,1420114,C,1,726,A,62,2
62…150,2204122,C,1,712,A,62,2
62…150,1175165,C,1,712,A,62,2
62…150,2204121,C,3,700,B,62,2
62…150,2204172,C,1,712,B,62,2
62…150,2708102,C,3,702,C,62,2
62…150,1420112,C,3,700,C+,62,2
62…150,1417168,C,3,702,C+,62,2
62…150,2204111,C,3,700,D+,62,2
62…152,3751111,C,3,702,A,62,2
62…152,2204122,C,1,711,A,62,2
62…152,1420114,C,1,715,A,62,2
62…152,1175165,C,1,711,A,62,2
62…152,1417168,C,3,702,C,62,2
62…152,2204111,C,3,700,C,62,2
62…152,2204121,C,3,700,C+,62,2
62…152,1420112,C,3,700,C+,62,2
62…152,2204101,A,3,701,S,62,2
62…153,1175163,C,1,711,A,62,2
62…153,3751111,C,3,702,A,62,2
62…153,1999212,C,3,701,A,62,2
62…153,1420246,C,1,711,A,62,2
62…153,1420114,C,1,715,A,62,2
62…153,2204122,C,1,712,B,62,2
62…153,2204121,C,3,700,B,62,2
62…153,2204172,C,1,712,B,62,2
