STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
60…3,001387104,C,3,700,A,63,0
60…3,002714101,C,3,700,A,63,0
60…4,002714101,C,3,700,A,63,0
60…4,001387104,C,3,700,B+,63,0
60…5,001387104,C,3,700,A,63,0
60…5,002714101,C,3,700,B+,63,0
60…6,001387104,C,3,700,A,63,0
60…6,002714101,C,3,700,B+,63,0
60…7,002714101,C,3,700,A,63,0
60…7,001387102,C,3,700,B+,63,0
60…9,001387104,C,3,700,A,63,0
60…9,002714101,C,3,700,A,63,0
60…10,001387104,C,3,700,A,63,0
60…10,002714101,C,3,700,A,63,0
60…20,001387104,C,3,700,A,63,0
60…20,002714101,C,3,700,A,63,0
60…36,001387104,C,3,700,A,63,0
60…36,002714101,C,3,700,B+,63,0
60…38,001387104,C,3,700,A,63,0
60…38,002714101,C,3,700,A,63,0
60…39,001387104,C,3,700,A,63,0
60…39,002714101,C,3,700,A,63,0
60…42,001387104,C,3,700,A,63,0
60…42,002714101,C,3,700,A,63,0
60…68,002714101,C,3,845,A,63,0
60…81,002714101,C,3,845,A,63,0
