STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
61…88,002204272,C,1,711,A,62,2
61…88,002204172,C,1,711,A,62,2
61…88,002204241,C,3,700,B,62,2
61…88,001208111,C,3,705,C+,62,2
61…88,001355113,C,3,703,C+,62,2
61…88,002204281,C,3,700,D,62,2
61…88,002204222,C,1,711,D+,62,2
61…88,002204223,C,3,700,W,62,2
61…89,002204272,C,1,711,A,62,2
61…89,002204222,C,1,711,A,62,2
61…89,001355113,C,3,703,A,62,2
61…89,001208111,C,3,705,B,62,2
61…89,002204232,C,3,700,B+,62,2
61…89,002204281,C,3,700,B+,62,2
61…89,001371111,C,1,707,B+,62,2
61…89,002204241,C,3,700,B+,62,2
61…89,002204223,C,3,700,C+,62,2
61…90,002204272,C,1,711,A,62,2
61…90,002204172,C,1,712,A,62,2
61…90,002204222,C,1,711,B,62,2
61…90,001371111,C,1,707,B,62,2
61…90,001208111,C,3,705,C,62,2
61…90,001417267,C,3,700,C,62,2
61…90,002204281,C,3,700,C+,62,2
61…90,002204241,C,3,700,C+,62,2
61…90,002204223,C,3,700,W,62,2
61…90,001132101,C,3,702,W,62,2
61…91,002204272,C,1,711,A,62,2
61…91,002204222,C,1,711,B,62,2
61…91,001355113,C,3,703,B,62,2
61…91,001371111,C,1,707,B+,62,2
61…91,002204241,C,3,700,C,62,2
61…91,002204172,C,1,711,C+,62,2
61…91,002204223,C,3,700,D,62,2
61…91,001417168,C,3,701,D+,62,2
61…91,001208111,C,3,705,D+,62,2
61…91,002204281,C,3,700,D+,62,2
61…92,001999213,C,3,700,A,62,2
61…92,002204272,C,1,711,A,62,2
61…92,001208111,C,3,705,B,62,2
61…92,002031474,C,3,700,B+,62,2
61…92,002204222,C,1,711,C,62,2
61…92,002204281,C,3,700,C,62,2
61…92,001371111,C,1,706,C,62,2
61…92,002204241,C,3,700,C+,62,2
61…92,002204223,C,3,700,D+,62,2
61…93,002204272,C,1,711,A,62,2
61…93,002204172,C,1,712,B,62,2
61…93,002204281,C,3,700,C,62,2
61…93,002204241,C,3,700,C,62,2
61…93,001208111,C,3,705,C+,62,2
61…93,001417167,C,3,700,D+,62,2
61…93,002204111,C,3,700,W,62,2
61…94,002204272,C,1,711,A,62,2
61…94,001371111,C,1,707,A,62,2
61…94,002204222,C,1,711,B+,62,2
61…94,002204281,C,3,700,C+,62,2
61…94,002204241,C,3,700,C+,62,2
61…94,001208111,C,3,705,D,62,2
61…94,002204172,C,1,711,D,62,2
61…94,001417168,C,3,701,D+,62,2
61…94,002204223,C,3,700,F,62,2
61…94,001355113,C,3,703,W,62,2
61…95,002204272,C,1,711,A,62,2
61…95,002204222,C,1,711,A,62,2
61…95,001208111,C,3,705,B,62,2
61…95,002204281,C,3,700,B,62,2
61…95,001417267,C,3,700,B,62,2
61…95,002204241,C,3,700,B,62,2
61…95,002204223,C,3,700,B+,62,2
61…95,002204232,C,3,700,C+,62,2
61…95,001371111,C,1,707,C+,62,2
61…96,001999012,C,3,700,A,62,2
61…96,002204272,C,1,711,A,62,2
61…96,002204222,C,1,711,B,62,2
61…96,002204281,C,3,700,B,62,2
61…96,001371111,C,1,707,B+,62,2
61…96,002204223,C,3,700,C,62,2
61…96,001417267,C,3,700,C,62,2
61…96,002204241,C,3,700,C+,62,2
61…96,001208111,C,3,705,D+,62,2
61…97,002204272,C,1,711,A,62,2
61…97,002204222,C,1,711,A,62,2
61…97,001208111,C,3,705,A,62,2
61…97,002204281,C,3,700,B,62,2
61…97,001371111,C,1,707,B,62,2
61…97,002204172,C,1,712,B+,62,2
61…97,001355113,C,3,703,B+,62,2
61…97,002204223,C,3,700,C,62,2
61…97,002204241,C,3,700,C,62,2
61…97,002204232,C,3,700,D,62,2
61…98,002204272,C,1,711,A,62,2
61…98,001371111,C,1,707,A,62,2
61…98,002204241,C,3,700,B+,62,2
61…98,002204232,C,3,700,C,62,2
61…98,002204222,C,1,711,C,62,2
61…98,002204281,C,3,700,C,62,2
61…98,002204172,C,1,712,C,62,2
61…98,001417267,C,3,700,C,62,2
61…98,001208111,C,3,705,C+,62,2
61…98,002204223,C,3,700,F,62,2
61…100,002204272,C,1,711,A,62,2
61…100,002204222,C,1,711,B,62,2
61…100,002204281,C,3,700,B,62,2
61…100,002204241,C,3,700,B,62,2
61…100,002204232,C,3,700,C,62,2
61…100,001208111,C,3,705,C,62,2
61…100,002204223,C,3,700,D+,62,2
61…100,001132101,C,3,702,W,62,2
61…101,001999012,C,3,700,A,62,2
61…101,002204272,C,1,711,A,62,2
61…101,001371111,C,1,707,B+,62,2
61…101,002204281,C,3,700,C,62,2
61…101,002204172,C,1,711,C,62,2
61…101,002204241,C,3,700,C,62,2
61…101,002204222,C,1,711,C+,62,2
61…101,001417168,C,3,701,D+,62,2
61…101,001208111,C,3,705,D+,62,2
61…101,002204223,C,3,700,F,62,2
61…102,002204272,C,1,711,A,62,2
61…102,001208111,C,3,705,B,62,2
61…102,001371111,C,1,706,B,62,2
61…102,002204172,C,1,712,B+,62,2
61…102,002204222,C,1,711,C+,62,2
61…102,002204281,C,3,700,C+,62,2
61…102,002204241,C,3,700,C+,62,2
61…102,002204223,C,3,700,F,62,2
61…103,002204272,C,1,711,A,62,2
61…103,002204222,C,1,711,B+,62,2
