STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
61…88,001387102,C,3,700,B+,62,0
61…88,001403117,C,3,700,C,62,0
61…90,001387103,C,3,700,B+,62,0
61…90,001417168,C,3,700,D,62,0
61…91,001387102,C,3,700,B+,62,0
61…91,001403117,C,3,700,C+,62,0
61…92,001417168,C,3,700,C,62,0
61…92,001387103,C,3,700,C+,62,0
61…93,001387102,C,3,700,B+,62,0
61…93,001403117,C,3,700,D,62,0
61…94,001387102,C,3,700,B+,62,0
61…94,001403117,C,3,700,C+,62,0
61…95,001403117,C,3,700,B,62,0
61…96,001403117,C,3,700,A,62,0
61…97,001387102,C,3,700,B+,62,0
61…97,001403117,C,3,700,B+,62,0
61…98,001403117,C,3,700,B,62,0
61…100,001403117,C,3,700,B,62,0
61…100,001387103,C,3,700,B+,62,0
61…102,001417168,C,3,700,F,62,0
61…105,001403117,C,3,700,C,62,0
61…105,001355112,C,3,700,C+,62,0
61…106,001417168,C,3,700,D,62,0
61…107,001417168,C,3,700,D+,62,0
61…108,001417168,C,3,700,C,62,0
61…109,001403117,C,3,700,D+,62,0
61…112,001403117,C,3,700,C+,62,0
61…113,001371111,C,1,700,C+,62,0
61…113,001417168,C,3,700,D,62,0
61…114,001403117,C,3,700,C+,62,0
61…118,001403117,C,3,700,B,62,0
61…119,001403117,C,3,700,C+,62,0
61…120,001403117,C,3,700,A,62,0
61…120,001387102,C,3,700,B+,62,0
61…121,001417168,C,3,700,D+,62,0
61…122,001387103,C,3,700,B+,62,0
61…122,001420112,C,3,700,C,62,0
61…124,001417168,C,3,700,D,62,0
61…126,001403117,C,3,700,A,62,0
61…126,001387103,C,3,700,B+,62,0
61…128,001387103,C,3,700,B+,62,0
61…128,001420112,C,3,700,C+,62,0
61…129,001387103,C,3,700,B+,62,0
61…129,001420112,C,3,700,C,62,0
61…130,001417168,C,3,700,D,62,0
61…131,001403117,C,3,700,B,62,0
61…132,001387103,C,3,700,B+,62,0
61…132,001420112,C,3,700,C,62,0
61…133,001387103,C,3,700,C+,62,0
61…134,001417168,C,3,700,D,62,0
61…135,001355112,C,3,700,B,62,0
61…135,001403117,C,3,700,C,62,0
61…136,001403117,C,3,700,B,62,0
61…136,001387103,C,3,700,B+,62,0
61…137,001387103,C,3,700,B+,62,0
61…137,001420112,C,3,700,C,62,0
61…139,001420112,C,3,700,D,62,0
61…141,001417168,C,3,700,D+,62,0
61…142,001403117,C,3,700,C+,62,0
61…143,001387103,C,3,700,B+,62,0
61…143,001403117,C,3,700,D+,62,0
61…145,001403117,C,3,700,C,62,0
