STD-ID,SUB-ID,REGIS-TYPE,CREDIT,SEC,GRADE,YEAR,SEMESTER
61…88,002204495,C,2,700,A,64,1
61…88,003751111,C,3,700,B+,64,1
61…88,001371111,C,1,701,B+,64,1
61…88,002204452,C,3,700,B+,64,1
61…88,001420111,C,3,700,C,64,1
61…88,002204361,C,3,700,C,64,1
61…88,002204224,C,1,712,C+,64,1
61…88,001417167,C,3,700,C+,64,1
61…88,001999012,C,3,700,W,64,1
61…89,001999141,C,3,702,A,64,1
61…89,002999044,C,3,701,A,64,1
61…89,001459101,C,3,700,A,64,1
61…89,002204390,C,1,700,A,64,1
61…89,002204452,C,3,700,B,64,1
61…89,002721121,C,3,700,B+,64,1
61…89,002204431,C,3,700,B+,64,1
61…90,001999033,C,3,700,A,64,1
61…90,002204390,C,1,700,A,64,1
61…90,002204224,C,1,712,B,64,1
61…90,002204431,C,3,700,B,64,1
61…90,002204452,C,3,700,B+,64,1
61…90,002204361,C,3,701,C,64,1
61…90,002204433,C,3,700,C+,64,1
61…90,001420114,C,1,18,C+,64,1
61…91,002204495,C,2,700,A,64,1
61…91,001131111,C,3,700,B,64,1
61…91,002204481,C,3,700,C,64,1
61…91,002204361,C,3,701,C+,64,1
61…91,002204452,C,3,700,W,64,1
61…92,002204390,C,1,700,A,64,1
61…92,002721121,C,3,701,B,64,1
61…92,002204452,C,3,700,B+,64,1
61…92,002204481,C,3,700,C+,64,1
61…92,002204351,C,3,700,D+,64,1
61…92,002204361,C,3,700,D+,64,1
61…93,002204495,C,2,700,A,64,1
61…93,001417267,C,3,700,B,64,1
61…93,002204481,C,3,700,C+,64,1
61…93,002204311,C,3,700,D,64,1
61…93,002204271,C,3,700,D,64,1
61…93,002204231,C,3,700,D+,64,1
61…93,002204221,C,3,700,W,64,1
61…94,001388263,C,3,700,A,64,1
61…94,002204452,C,3,700,B,64,1
61…94,002204481,C,3,700,C,64,1
61…94,001417267,C,3,700,C+,64,1
61…94,002204224,C,1,711,D,64,1
61…94,002204231,C,3,700,D,64,1
61…94,002204495,C,2,700,F,64,1
61…94,002204361,C,3,701,F,64,1
61…94,001175168,C,1,711,W,64,1
61…95,002204431,C,3,700,A,64,1
61…95,002999044,C,3,701,A,64,1
61…95,002204452,C,3,700,A,64,1
61…95,002204390,C,1,700,A,64,1
61…96,001420114,C,1,711,A,64,1
61…96,001388263,C,3,700,A,64,1
61…96,002204390,C,1,700,A,64,1
61…96,002204361,C,3,700,B,64,1
61…96,002204431,C,3,700,B+,64,1
61…96,001355209,C,3,700,B+,64,1
61…96,002204452,C,3,700,B+,64,1
61…96,002204433,C,3,700,C+,64,1
61…97,002204390,C,1,700,A,64,1
61…97,002204452,C,3,700,B+,64,1
61…97,002204431,C,3,700,C,64,1
61…97,002204481,C,3,700,C,64,1
61…97,001131111,C,3,700,C+,64,1
61…97,001101101,C,3,700,C+,64,1
61…98,001420114,C,1,711,A,64,1
61…98,002204390,C,1,700,A,64,1
61…98,002204431,C,3,700,B,64,1
61…98,002204452,C,3,700,B,64,1
61…98,002204433,C,3,700,B+,64,1
61…98,002204224,C,1,712,C+,64,1
61…100,001999213,C,3,700,A,64,1
61…100,002204452,C,3,700,A,64,1
61…100,002204390,C,1,700,A,64,1
61…100,002204431,C,3,700,B+,64,1
61…101,001417267,C,3,700,A,64,1
61…101,002204452,C,3,700,B,64,1
61…101,002204495,C,2,700,B+,64,1
61…101,002204224,C,1,711,C+,64,1
61…101,002204481,C,3,700,C+,64,1
61…101,002204271,C,3,700,D,64,1
61…101,002204361,C,3,701,D+,64,1
61…101,002204231,C,3,700,D+,64,1
